,CustomerID,Gender,Customer_City,ProductName,Category,SubCategory,UnitPrice,CostPrice,Date,Quantity,Discount,PaymentMethod,StoreName,Store_City,Region
27,C001,M,Osborneport,National Watches,Fashion,Watches,29.24,15.28,2024-12-31,5,0.15,Mobile Money,MegaMart Jimenezborough,Jimenezborough,South
28,C001,M,Osborneport,Foot Snacks,Groceries,Snacks,1095.72,822.2,2024-07-26,3,0.15,Credit Card,MegaMart Johnmouth,Johnmouth,East
29,C001,M,Osborneport,Nature Clothing,Fashion,Clothing,1165.37,926.55,2024-03-01,3,0.0,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
30,C001,M,Osborneport,Nor Bags,Fashion,Bags,1216.36,794.8,2023-12-11,4,0.0,Bank Transfer,MegaMart Brianahaven,Brianahaven,North
31,C001,M,Osborneport,Nor Bags,Fashion,Bags,1216.36,794.8,2024-11-12,4,0.05,Credit Card,MegaMart Jimenezborough,Jimenezborough,South
32,C002,M,New Gabrielleport,Company Fruits,Groceries,Fruits,318.05,187.34,2025-06-18,2,0.15,Cash,MegaMart Brianahaven,Brianahaven,North
33,C002,M,New Gabrielleport,Company Fruits,Groceries,Fruits,318.05,187.34,2024-06-06,3,0.05,Bank Transfer,MegaMart Brianahaven,Brianahaven,North
34,C002,M,New Gabrielleport,Understand Camera,Electronics,Camera,1474.12,764.02,2023-11-05,2,0.05,Bank Transfer,MegaMart New Michele,New Michele,West
35,C002,M,New Gabrielleport,Us Snacks,Groceries,Snacks,123.19,80.36,2025-05-31,1,0.0,Bank Transfer,MegaMart New Michele,New Michele,West
36,C002,M,New Gabrielleport,Either Headphones,Electronics,Headphones,248.57,190.67,2025-01-13,2,0.0,Credit Card,MegaMart Johnmouth,Johnmouth,East
37,C002,M,New Gabrielleport,World Watches,Fashion,Watches,1134.8,675.1,2024-05-23,2,0.0,Bank Transfer,MegaMart Jimenezborough,Jimenezborough,South
38,C002,M,New Gabrielleport,House Accessories,Fashion,Accessories,1858.75,1451.16,2024-04-29,4,0.15,Cash,MegaMart Johnmouth,Johnmouth,East
39,C002,M,New Gabrielleport,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,2024-01-27,3,0.1,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
40,C002,M,New Gabrielleport,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,2025-03-25,2,0.1,Mobile Money,MegaMart New Michele,New Michele,West
41,C002,M,New Gabrielleport,How Vegetables,Groceries,Vegetables,25.57,19.05,2023-11-18,3,0.05,Credit Card,MegaMart New Michele,New Michele,West
42,C002,M,New Gabrielleport,How Vegetables,Groceries,Vegetables,25.57,19.05,2024-02-09,5,0.05,Credit Card,MegaMart Jimenezborough,Jimenezborough,South
43,C002,M,New Gabrielleport,Deal Smartphone,Electronics,Smartphone,673.78,363.33,2025-06-29,5,0.1,Mobile Money,MegaMart Johnmouth,Johnmouth,East
44,C002,M,New Gabrielleport,Deal Smartphone,Electronics,Smartphone,673.78,363.33,2025-01-12,1,0.05,Mobile Money,MegaMart Jimenezborough,Jimenezborough,South
45,C002,M,New Gabrielleport,Road Clothing,Fashion,Clothing,1485.05,988.31,2024-12-23,1,0.1,Credit Card,MegaMart Jimenezborough,Jimenezborough,South
46,C002,M,New Gabrielleport,Road Clothing,Fashion,Clothing,1485.05,988.31,2024-10-05,3,0.0,Cash,MegaMart New Michele,New Michele,West
47,C002,M,New Gabrielleport,Foot Snacks,Groceries,Snacks,1095.72,822.2,2025-05-21,5,0.15,Cash,MegaMart Johnmouth,Johnmouth,East
48,C002,M,New Gabrielleport,Difficult Vegetables,Groceries,Vegetables,304.71,164.01,2024-03-13,3,0.0,Cash,MegaMart Peckmouth,Peckmouth,East
49,C002,M,New Gabrielleport,Difficult Vegetables,Groceries,Vegetables,304.71,164.01,2024-04-08,3,0.1,Cash,MegaMart Jimenezborough,Jimenezborough,South
50,C002,M,New Gabrielleport,Chair Laptop,Electronics,Laptop,1562.43,1195.63,2025-03-03,2,0.1,Cash,MegaMart Brianahaven,Brianahaven,North
51,C002,M,New Gabrielleport,Book Television,Electronics,Television,1952.65,1451.27,2025-03-01,1,0.15,Mobile Money,MegaMart Johnmouth,Johnmouth,East
52,C002,M,New Gabrielleport,Book Television,Electronics,Television,1952.65,1451.27,2024-05-23,2,0.05,Cash,MegaMart Johnmouth,Johnmouth,East
53,C002,M,New Gabrielleport,Church Clothing,Fashion,Clothing,540.94,398.25,2024-06-02,3,0.15,Mobile Money,MegaMart New Michele,New Michele,West
54,C002,M,New Gabrielleport,Church Clothing,Fashion,Clothing,540.94,398.25,2024-02-01,3,0.0,Cash,MegaMart Brianahaven,Brianahaven,North
55,C002,M,New Gabrielleport,Maybe Clothing,Fashion,Clothing,453.62,316.63,2024-03-05,3,0.0,Credit Card,MegaMart Peckmouth,Peckmouth,East
56,C002,M,New Gabrielleport,Possible Watches,Fashion,Watches,388.26,199.3,2024-03-25,1,0.0,Bank Transfer,MegaMart Brianahaven,Brianahaven,North
57,C003,F,Port Allen,Like Camera,Electronics,Camera,1673.69,1323.38,2024-11-10,5,0.05,Bank Transfer,MegaMart Jimenezborough,Jimenezborough,South
58,C003,F,Port Allen,Here Footwear,Fashion,Footwear,337.63,169.03,2024-03-23,4,0.05,Credit Card,MegaMart Brianahaven,Brianahaven,North
59,C003,F,Port Allen,Here Footwear,Fashion,Footwear,337.63,169.03,2023-11-18,5,0.1,Mobile Money,MegaMart Peckmouth,Peckmouth,East
60,C003,F,Port Allen,Knowledge Bags,Fashion,Bags,1396.22,1004.09,2024-03-31,3,0.0,Bank Transfer,MegaMart Jimenezborough,Jimenezborough,South
61,C003,F,Port Allen,Company Fruits,Groceries,Fruits,318.05,187.34,2023-09-15,5,0.15,Bank Transfer,MegaMart New Michele,New Michele,West
62,C003,F,Port Allen,Understand Camera,Electronics,Camera,1474.12,764.02,2023-12-28,3,0.0,Mobile Money,MegaMart Jimenezborough,Jimenezborough,South
63,C003,F,Port Allen,Step Smartphone,Electronics,Smartphone,1194.12,838.95,2024-08-22,2,0.0,Cash,MegaMart New Michele,New Michele,West
64,C003,F,Port Allen,World Watches,Fashion,Watches,1134.8,675.1,2025-08-10,2,0.0,Cash,MegaMart Peckmouth,Peckmouth,East
65,C003,F,Port Allen,Whether Bags,Fashion,Bags,270.45,187.6,2024-08-03,2,0.0,Cash,MegaMart Johnmouth,Johnmouth,East
66,C003,F,Port Allen,Find Headphones,Electronics,Headphones,1246.11,833.52,2024-06-12,3,0.15,Cash,MegaMart Peckmouth,Peckmouth,East
67,C003,F,Port Allen,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,2024-03-01,5,0.05,Cash,MegaMart Johnmouth,Johnmouth,East
68,C003,F,Port Allen,Firm Dairy,Groceries,Dairy,1227.24,977.09,2025-06-25,2,0.1,Cash,MegaMart Peckmouth,Peckmouth,East
69,C003,F,Port Allen,Him Smartphone,Electronics,Smartphone,1487.41,813.07,2024-04-02,3,0.1,Mobile Money,MegaMart Johnmouth,Johnmouth,East
70,C003,F,Port Allen,Him Smartphone,Electronics,Smartphone,1487.41,813.07,2023-10-04,5,0.1,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
71,C003,F,Port Allen,Behavior Dairy,Groceries,Dairy,1015.76,584.4,2024-11-16,3,0.1,Mobile Money,MegaMart Jimenezborough,Jimenezborough,South
72,C003,F,Port Allen,National Watches,Fashion,Watches,29.24,15.28,2025-07-15,3,0.05,Credit Card,MegaMart Jimenezborough,Jimenezborough,South
73,C003,F,Port Allen,Difficult Vegetables,Groceries,Vegetables,304.71,164.01,2024-10-29,1,0.1,Mobile Money,MegaMart Peckmouth,Peckmouth,East
74,C003,F,Port Allen,Everything Laptop,Electronics,Laptop,428.05,246.07,2023-09-14,4,0.15,Cash,MegaMart Brianahaven,Brianahaven,North
75,C003,F,Port Allen,Everything Laptop,Electronics,Laptop,428.05,246.07,2024-05-27,1,0.05,Mobile Money,MegaMart Jimenezborough,Jimenezborough,South
76,C003,F,Port Allen,Piece Headphones,Electronics,Headphones,1745.61,1322.44,2023-10-19,3,0.05,Bank Transfer,MegaMart Peckmouth,Peckmouth,East
77,C003,F,Port Allen,Present Television,Electronics,Television,1635.01,1043.29,2023-12-02,5,0.1,Cash,MegaMart Jimenezborough,Jimenezborough,South
78,C003,F,Port Allen,Set Dairy,Groceries,Dairy,1879.08,1004.56,2025-06-06,5,0.05,Mobile Money,MegaMart New Michele,New Michele,West
79,C003,F,Port Allen,Set Dairy,Groceries,Dairy,1879.08,1004.56,2024-09-27,1,0.05,Bank Transfer,MegaMart New Michele,New Michele,West
80,C003,F,Port Allen,Set Dairy,Groceries,Dairy,1879.08,1004.56,2025-03-20,3,0.15,Credit Card,MegaMart New Michele,New Michele,West
81,C003,F,Port Allen,Nature Clothing,Fashion,Clothing,1165.37,926.55,2024-09-11,5,0.0,Cash,MegaMart Peckmouth,Peckmouth,East
82,C003,F,Port Allen,Nature Clothing,Fashion,Clothing,1165.37,926.55,2023-12-17,2,0.0,Cash,MegaMart Johnmouth,Johnmouth,East
83,C004,M,East Edgarborough,Here Footwear,Fashion,Footwear,337.63,169.03,2023-12-16,2,0.05,Credit Card,MegaMart Jimenezborough,Jimenezborough,South
84,C004,M,East Edgarborough,Step Smartphone,Electronics,Smartphone,1194.12,838.95,2025-07-25,2,0.15,Credit Card,MegaMart Peckmouth,Peckmouth,East
85,C004,M,East Edgarborough,World Watches,Fashion,Watches,1134.8,675.1,2024-03-04,1,0.05,Credit Card,MegaMart Peckmouth,Peckmouth,East
86,C004,M,East Edgarborough,House Accessories,Fashion,Accessories,1858.75,1451.16,2024-07-18,2,0.1,Mobile Money,MegaMart Brianahaven,Brianahaven,North
87,C004,M,East Edgarborough,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,2023-12-08,1,0.15,Credit Card,MegaMart Peckmouth,Peckmouth,East
88,C004,M,East Edgarborough,Traditional Laptop,Electronics,Laptop,1762.92,1346.48,2023-12-20,1,0.0,Mobile Money,MegaMart Jimenezborough,Jimenezborough,South
89,C004,M,East Edgarborough,Simple Accessories,Fashion,Accessories,323.92,242.98,2025-08-03,2,0.1,Bank Transfer,MegaMart Jimenezborough,Jimenezborough,South
90,C004,M,East Edgarborough,Deal Smartphone,Electronics,Smartphone,673.78,363.33,2025-01-28,4,0.1,Cash,MegaMart Brianahaven,Brianahaven,North
91,C004,M,East Edgarborough,Deal Smartphone,Electronics,Smartphone,673.78,363.33,2023-12-10,2,0.1,Cash,MegaMart Brianahaven,Brianahaven,North
92,C004,M,East Edgarborough,National Watches,Fashion,Watches,29.24,15.28,2023-09-12,2,0.0,Mobile Money,MegaMart Johnmouth,Johnmouth,East
93,C004,M,East Edgarborough,National Watches,Fashion,Watches,29.24,15.28,2025-03-29,1,0.0,Bank Transfer,MegaMart New Michele,New Michele,West
94,C004,M,East Edgarborough,Beat Accessories,Fashion,Accessories,1798.97,1329.15,2024-12-31,4,0.0,Mobile Money,MegaMart Brianahaven,Brianahaven,North
95,C004,M,East Edgarborough,Beat Accessories,Fashion,Accessories,1798.97,1329.15,2025-08-30,3,0.05,Credit Card,MegaMart New Michele,New Michele,West
96,C004,M,East Edgarborough,Chair Laptop,Electronics,Laptop,1562.43,1195.63,2025-07-22,1,0.15,Mobile Money,MegaMart Jimenezborough,Jimenezborough,South
97,C004,M,East Edgarborough,Book Television,Electronics,Television,1952.65,1451.27,2023-11-08,2,0.15,Credit Card,MegaMart Jimenezborough,Jimenezborough,South
98,C004,M,East Edgarborough,Church Clothing,Fashion,Clothing,540.94,398.25,2025-05-09,3,0.05,Bank Transfer,MegaMart Jimenezborough,Jimenezborough,South
99,C004,M,East Edgarborough,Church Clothing,Fashion,Clothing,540.94,398.25,2025-08-15,4,0.0,Credit Card,MegaMart New Michele,New Michele,West
100,C004,M,East Edgarborough,Present Television,Electronics,Television,1635.01,1043.29,2025-07-25,1,0.05,Cash,MegaMart Jimenezborough,Jimenezborough,South
101,C004,M,East Edgarborough,Least Accessories,Fashion,Accessories,1286.55,797.54,2025-04-15,1,0.05,Bank Transfer,MegaMart Brianahaven,Brianahaven,North
102,C004,M,East Edgarborough,Set Dairy,Groceries,Dairy,1879.08,1004.56,2025-04-17,1,0.1,Cash,MegaMart Peckmouth,Peckmouth,East
103,C004,M,East Edgarborough,Set Dairy,Groceries,Dairy,1879.08,1004.56,2025-03-04,5,0.15,Cash,MegaMart New Michele,New Michele,West
104,C004,M,East Edgarborough,Or Smartphone,Electronics,Smartphone,1197.18,722.74,2025-09-06,1,0.15,Credit Card,MegaMart New Michele,New Michele,West
105,C004,M,East Edgarborough,Maybe Footwear,Fashion,Footwear,1044.64,775.07,2025-05-18,1,0.0,Mobile Money,MegaMart Brianahaven,Brianahaven,North
106,C004,M,East Edgarborough,Maybe Footwear,Fashion,Footwear,1044.64,775.07,2025-08-04,5,0.15,Mobile Money,MegaMart Peckmouth,Peckmouth,East
107,C005,M,Port Kimberly,Step Smartphone,Electronics,Smartphone,1194.12,838.95,2024-06-24,4,0.15,Cash,MegaMart Brianahaven,Brianahaven,North
108,C005,M,Port Kimberly,Above Camera,Electronics,Camera,1193.09,818.24,2025-07-22,3,0.05,Mobile Money,MegaMart Brianahaven,Brianahaven,North
109,C005,M,Port Kimberly,Add Clothing,Fashion,Clothing,1342.75,797.94,2024-05-25,3,0.1,Bank Transfer,MegaMart Brianahaven,Brianahaven,North
110,C005,M,Port Kimberly,Whether Bags,Fashion,Bags,270.45,187.6,2024-11-26,2,0.15,Mobile Money,MegaMart Jimenezborough,Jimenezborough,South
111,C005,M,Port Kimberly,House Accessories,Fashion,Accessories,1858.75,1451.16,2024-08-18,1,0.0,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
112,C005,M,Port Kimberly,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,2024-11-21,2,0.1,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
113,C005,M,Port Kimberly,Him Smartphone,Electronics,Smartphone,1487.41,813.07,2025-01-17,5,0.0,Mobile Money,MegaMart Johnmouth,Johnmouth,East
114,C005,M,Port Kimberly,Little Watches,Fashion,Watches,429.15,258.72,2024-01-22,2,0.1,Cash,MegaMart Peckmouth,Peckmouth,East
115,C005,M,Port Kimberly,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,2024-05-21,5,0.05,Credit Card,MegaMart Johnmouth,Johnmouth,East
116,C005,M,Port Kimberly,Deal Smartphone,Electronics,Smartphone,673.78,363.33,2024-02-03,3,0.0,Bank Transfer,MegaMart Jimenezborough,Jimenezborough,South
117,C005,M,Port Kimberly,Foot Snacks,Groceries,Snacks,1095.72,822.2,2025-03-09,2,0.15,Cash,MegaMart New Michele,New Michele,West
118,C005,M,Port Kimberly,Difficult Vegetables,Groceries,Vegetables,304.71,164.01,2024-10-06,3,0.15,Credit Card,MegaMart Brianahaven,Brianahaven,North
119,C005,M,Port Kimberly,Difficult Vegetables,Groceries,Vegetables,304.71,164.01,2024-10-06,1,0.15,Credit Card,MegaMart Johnmouth,Johnmouth,East
120,C005,M,Port Kimberly,Beat Accessories,Fashion,Accessories,1798.97,1329.15,2025-05-09,1,0.1,Mobile Money,MegaMart New Michele,New Michele,West
121,C005,M,Port Kimberly,Beat Accessories,Fashion,Accessories,1798.97,1329.15,2024-04-25,4,0.15,Credit Card,MegaMart Peckmouth,Peckmouth,East
122,C005,M,Port Kimberly,Everything Laptop,Electronics,Laptop,428.05,246.07,2025-06-13,3,0.1,Cash,MegaMart Johnmouth,Johnmouth,East
123,C005,M,Port Kimberly,Everything Laptop,Electronics,Laptop,428.05,246.07,2024-07-31,4,0.15,Bank Transfer,MegaMart Brianahaven,Brianahaven,North
124,C005,M,Port Kimberly,Everything Laptop,Electronics,Laptop,428.05,246.07,2023-12-08,5,0.05,Credit Card,MegaMart Johnmouth,Johnmouth,East
125,C005,M,Port Kimberly,Book Television,Electronics,Television,1952.65,1451.27,2024-02-11,1,0.0,Credit Card,MegaMart Peckmouth,Peckmouth,East
126,C005,M,Port Kimberly,Stage Footwear,Fashion,Footwear,366.93,285.23,2025-03-08,4,0.1,Cash,MegaMart Brianahaven,Brianahaven,North
127,C005,M,Port Kimberly,Stage Footwear,Fashion,Footwear,366.93,285.23,2024-12-20,3,0.0,Cash,MegaMart Peckmouth,Peckmouth,East
128,C005,M,Port Kimberly,Possible Watches,Fashion,Watches,388.26,199.3,2024-07-25,5,0.15,Bank Transfer,MegaMart New Michele,New Michele,West
129,C005,M,Port Kimberly,Maybe Footwear,Fashion,Footwear,1044.64,775.07,2024-09-18,2,0.15,Credit Card,MegaMart Johnmouth,Johnmouth,East
130,C006,M,Costaberg,Like Camera,Electronics,Camera,1673.69,1323.38,2023-10-21,3,0.0,Cash,MegaMart Brianahaven,Brianahaven,North
131,C006,M,Costaberg,Here Footwear,Fashion,Footwear,337.63,169.03,2025-03-09,2,0.15,Mobile Money,MegaMart Peckmouth,Peckmouth,East
132,C006,M,Costaberg,Understand Camera,Electronics,Camera,1474.12,764.02,2023-12-04,2,0.15,Cash,MegaMart Brianahaven,Brianahaven,North
133,C006,M,Costaberg,Step Smartphone,Electronics,Smartphone,1194.12,838.95,2024-10-16,1,0.0,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
134,C006,M,Costaberg,Either Headphones,Electronics,Headphones,248.57,190.67,2025-08-29,5,0.0,Cash,MegaMart Brianahaven,Brianahaven,North
135,C006,M,Costaberg,Above Camera,Electronics,Camera,1193.09,818.24,2025-07-12,2,0.15,Credit Card,MegaMart Jimenezborough,Jimenezborough,South
136,C006,M,Costaberg,World Watches,Fashion,Watches,1134.8,675.1,2024-04-15,4,0.0,Credit Card,MegaMart Brianahaven,Brianahaven,North
137,C006,M,Costaberg,Add Clothing,Fashion,Clothing,1342.75,797.94,2023-12-15,2,0.1,Bank Transfer,MegaMart Brianahaven,Brianahaven,North
138,C006,M,Costaberg,Whether Bags,Fashion,Bags,270.45,187.6,2025-03-31,4,0.0,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
139,C006,M,Costaberg,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,2024-08-10,1,0.1,Credit Card,MegaMart Brianahaven,Brianahaven,North
140,C006,M,Costaberg,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,2023-12-21,5,0.05,Cash,MegaMart Johnmouth,Johnmouth,East
141,C006,M,Costaberg,Simple Accessories,Fashion,Accessories,323.92,242.98,2025-05-26,5,0.05,Cash,MegaMart New Michele,New Michele,West
142,C006,M,Costaberg,Firm Dairy,Groceries,Dairy,1227.24,977.09,2023-12-25,5,0.1,Cash,MegaMart Brianahaven,Brianahaven,North
143,C006,M,Costaberg,Firm Dairy,Groceries,Dairy,1227.24,977.09,2025-07-09,2,0.05,Cash,MegaMart Johnmouth,Johnmouth,East
144,C006,M,Costaberg,Little Watches,Fashion,Watches,429.15,258.72,2025-03-18,5,0.15,Mobile Money,MegaMart Brianahaven,Brianahaven,North
145,C006,M,Costaberg,Behavior Dairy,Groceries,Dairy,1015.76,584.4,2024-07-07,2,0.05,Credit Card,MegaMart New Michele,New Michele,West
146,C006,M,Costaberg,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,2025-01-13,2,0.15,Bank Transfer,MegaMart New Michele,New Michele,West
147,C006,M,Costaberg,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,2025-05-19,5,0.1,Credit Card,MegaMart Jimenezborough,Jimenezborough,South
148,C006,M,Costaberg,National Watches,Fashion,Watches,29.24,15.28,2024-05-30,4,0.0,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
149,C006,M,Costaberg,Everything Laptop,Electronics,Laptop,428.05,246.07,2023-09-14,1,0.0,Cash,MegaMart Peckmouth,Peckmouth,East
150,C006,M,Costaberg,Present Television,Electronics,Television,1635.01,1043.29,2025-03-28,5,0.15,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
151,C006,M,Costaberg,Soon Accessories,Fashion,Accessories,564.42,293.96,2023-12-06,1,0.05,Credit Card,MegaMart New Michele,New Michele,West
152,C006,M,Costaberg,Set Dairy,Groceries,Dairy,1879.08,1004.56,2025-08-18,5,0.05,Credit Card,MegaMart New Michele,New Michele,West
153,C006,M,Costaberg,Maybe Footwear,Fashion,Footwear,1044.64,775.07,2024-04-21,1,0.0,Credit Card,MegaMart Johnmouth,Johnmouth,East
154,C007,M,West Jasmine,Here Footwear,Fashion,Footwear,337.63,169.03,2024-01-29,2,0.0,Mobile Money,MegaMart Johnmouth,Johnmouth,East
155,C007,M,West Jasmine,Four Accessories,Fashion,Accessories,1853.77,1363.52,2023-12-26,3,0.15,Mobile Money,MegaMart Johnmouth,Johnmouth,East
156,C007,M,West Jasmine,Knowledge Bags,Fashion,Bags,1396.22,1004.09,2024-07-05,4,0.15,Cash,MegaMart Johnmouth,Johnmouth,East
157,C007,M,West Jasmine,Company Fruits,Groceries,Fruits,318.05,187.34,2024-12-06,3,0.0,Mobile Money,MegaMart Jimenezborough,Jimenezborough,South
158,C007,M,West Jasmine,Recognize Footwear,Fashion,Footwear,109.78,70.59,2024-07-06,5,0.0,Cash,MegaMart Jimenezborough,Jimenezborough,South
159,C007,M,West Jasmine,Recognize Footwear,Fashion,Footwear,109.78,70.59,2024-04-01,5,0.05,Cash,MegaMart Brianahaven,Brianahaven,North
160,C007,M,West Jasmine,Us Snacks,Groceries,Snacks,123.19,80.36,2025-05-04,2,0.15,Mobile Money,MegaMart Johnmouth,Johnmouth,East
161,C007,M,West Jasmine,Either Headphones,Electronics,Headphones,248.57,190.67,2025-03-13,2,0.0,Bank Transfer,MegaMart Johnmouth,Johnmouth,East
162,C007,M,West Jasmine,World Watches,Fashion,Watches,1134.8,675.1,2024-10-02,4,0.15,Credit Card,MegaMart Peckmouth,Peckmouth,East
163,C007,M,West Jasmine,Add Clothing,Fashion,Clothing,1342.75,797.94,2025-08-26,2,0.0,Bank Transfer,MegaMart Peckmouth,Peckmouth,East
164,C007,M,West Jasmine,Find Headphones,Electronics,Headphones,1246.11,833.52,2025-06-12,5,0.15,Cash,MegaMart Peckmouth,Peckmouth,East
165,C007,M,West Jasmine,Simple Accessories,Fashion,Accessories,323.92,242.98,2025-03-12,2,0.1,Cash,MegaMart Peckmouth,Peckmouth,East
166,C007,M,West Jasmine,And Footwear,Fashion,Footwear,1878.47,1014.91,2023-12-20,3,0.1,Credit Card,MegaMart Johnmouth,Johnmouth,East
167,C007,M,West Jasmine,And Footwear,Fashion,Footwear,1878.47,1014.91,2025-05-09,4,0.15,Credit Card,MegaMart Brianahaven,Brianahaven,North
168,C007,M,West Jasmine,Foot Snacks,Groceries,Snacks,1095.72,822.2,2023-10-13,5,0.1,Mobile Money,MegaMart New Michele,New Michele,West
169,C007,M,West Jasmine,Difficult Vegetables,Groceries,Vegetables,304.71,164.01,2025-09-05,4,0.05,Mobile Money,MegaMart Brianahaven,Brianahaven,North
170,C007,M,West Jasmine,New Watches,Fashion,Watches,1501.46,1167.73,2023-12-16,1,0.05,Credit Card,MegaMart Peckmouth,Peckmouth,East
171,C007,M,West Jasmine,Stage Footwear,Fashion,Footwear,366.93,285.23,2024-09-09,5,0.0,Bank Transfer,MegaMart Jimenezborough,Jimenezborough,South
